text,label,source,type
Quelles sont les règles applicables en matière de : lorsque l’assemblée est appelée à se prononcer sur le rachat ou le remboursement d’actions,droit_commercial,"Code Bleu OHADA, art. 778-8",query_variant
"L’assemblée générale extraordinaire peut déléguer au conseil d’administration ou à l’administrateur général, selon le cas, le pouvoir de décider le rachat ou la conversion ou déléguer à cet organe le pouvoir d’en fixer les modalités.",droit_commercial,"Code Bleu OHADA, art. 778-9",article
"En droit commercial OHADA, que se passe-t-il quand l’assemblée générale extraordinaire peut déléguer au conseil d’administration ou à l’administrateur général, selon le",droit_commercial,"Code Bleu OHADA, art. 778-9",query_variant
"La création des actions de préférence donne lieu à l’application des articles 399 à 403 et 619 à 625 ci-dessus relatifs aux avantages particuliers lorsque les actions sont émises au profit d’un ou plusieurs actionnaires nommément désignés. Dans ce cas, le commissaire aux apports est soumis aux incompatibilités prévues aux articles 697 et 698 ci-dessus. Il peut être le commissaire aux comptes de la société. Les titulaires d’actions devant être converties en actions de préférence de la catégorie à créer ne peuvent prendre part au vote sur la création de cette catégorie et les actions qu’ils déti",droit_commercial,"Code Bleu OHADA, art. 778-10",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : la création des actions de préférence donne lieu à l’application des articles 399 à,droit_commercial,"Code Bleu OHADA, art. 778-10",query_variant
"En cas de modification ou d’amortissement du capital, l’assemblée générale extraordinaire détermine les incidences de ces opérations sur les droits des porteurs d’actions de préférence. Ces incidences peuvent également être constatées dans les statuts.",creation_entreprise,"Code Bleu OHADA, art. 778-11",article
"Quelles sont les règles applicables en matière de : en cas de modification ou d’amortissement du capital, l’assemblée générale extraordinaire détermine les incidences",creation_entreprise,"Code Bleu OHADA, art. 778-11",query_variant
"En cas de fusion ou de scission, les actions de préférence peuvent être échangées contre des actions des sociétés bénéficiaires du transfert de patrimoine comportant des droits particuliers équivalents, ou selon une parité d’échange spécifique tenant compte des droits particuliers abandonnés. En l’absence d’échange contre des actions conférant des droits particuliers équivalents, la fusion ou la scission est soumise à l’approbation de l’assemblée spéciale prévue à l’article 555 ci-dessus. Toute délibération prise en violation de cette disposition est nulle.",droit_commercial,"Code Bleu OHADA, art. 778-12",article
"Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : en cas de fusion ou de scission, les actions de préférence peuvent être échangées",droit_commercial,"Code Bleu OHADA, art. 778-12",query_variant
"Le dividende distribué, le cas échéant, aux titulaires d’actions de préférence peut être accordé en titres de capital, selon les modalités fixées par l’assemblée générale extraordinaire ou les statuts.",creation_entreprise,"Code Bleu OHADA, art. 778-13",article
"En droit commercial OHADA, que se passe-t-il quand le dividende distribué, le cas échéant, aux titulaires d’actions de préférence peut être accordé",creation_entreprise,"Code Bleu OHADA, art. 778-13",query_variant
"Les délibérations prises à défaut du rapport du conseil d’administration ou de l’administrateur général, selon le cas, et du rapport du commissaire aux comptes prévus aux articles 778-3, 778-4, 778-7 et 778-8 ci-dessus sont nulles. Les délibérations peuvent être annulées dans le cas où les rapports ne contiennent pas toutes les indications prévues par ces articles.",droit_commercial,"Code Bleu OHADA, art. 778-14",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : les délibérations prises à défaut du rapport du conseil d’administration ou de l’administrateur général,droit_commercial,"Code Bleu OHADA, art. 778-14",query_variant
"Les porteurs d’actions de préférence, constitués en assemblée spéciale, peuvent donner mission à l’un des commissaires aux comptes de la société d’établir un rapport spécial sur le respect par la société des droits particuliers attachés aux actions de préférence. Ce rapport est diffusé à ces porteurs à l’occasion d’une assemblée spéciale. Ce rapport comprend, outre l’avis du commissaire aux comptes sur le respect de ces droits, le cas échéant, la date à partir de laquelle ceux-ci ont été méconnus. Les frais relatifs à l’établissement de ce rapport sont à la charge de la société. Ce rapport est",creation_entreprise,"Code Bleu OHADA, art. 778-15",article
"En droit commercial OHADA, que se passe-t-il quand les porteurs d’actions de préférence, constitués en assemblée spéciale, peuvent donner mission à l’un",creation_entreprise,"Code Bleu OHADA, art. 778-15",query_variant
"Les obligations sont des titres négociables qui dans une même émission, confèrent les mêmes droits de créance pour une même valeur nominale.",droit_commercial,"Code Bleu OHADA, art. 779",article
"J'ai une question de droit des affaires OHADA sur : les obligations sont des titres négociables qui dans une même émission, confèrent les mêmes",droit_commercial,"Code Bleu OHADA, art. 779",query_variant
"L’émission d’obligations n’est permise qu’aux sociétés anonymes et aux groupements d’intérêt économique constitués de sociétés anonymes, ayant deux (2) années d’existence et qui ont établi deux bilans régulièrement approuvés par les actionnaires.",droit_commercial,"Code Bleu OHADA, art. 780",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : l’émission d’obligations n’est permise qu’aux sociétés anonymes et aux groupements d’intérêt économique constitués de,droit_commercial,"Code Bleu OHADA, art. 780",query_variant
L’émission d’obligations est interdite aux sociétés dont le capital n’est pas entièrement libéré.,droit_commercial,"Code Bleu OHADA, art. 781",article
Que dit le droit OHADA concernant : l’émission d’obligations est interdite aux sociétés dont le capital n’est pas entièrement libéré,droit_commercial,"Code Bleu OHADA, art. 781",query_variant
L’émission d’obligations à lots est interdite.,droit_commercial,"Code Bleu OHADA, art. 782",article
Quelles sont les règles applicables en matière de : l’émission d’obligations à lots est interdite,droit_commercial,"Code Bleu OHADA, art. 782",query_variant
"L’assemblée générale des actionnaires a seule qualité pour décider ou autoriser l’émission d’obligations. Elle peut déléguer au conseil d’administration ou à l’administrateur général selon le cas, les pouvoirs nécessaires pour procéder à l’émission d’obligations en une ou plusieurs fois dans le délai de deux (2) ans, et pour en arrêter les modalités.",droit_commercial,"Code Bleu OHADA, art. 783",article
Que dit le droit OHADA concernant : l’assemblée générale des actionnaires a seule qualité pour décider ou autoriser l’émission d’obligations. elle,droit_commercial,"Code Bleu OHADA, art. 783",query_variant
Toute émission d’obligations réalisée en violation des articles 780 à 783 est nulle.,droit_commercial,"Code Bleu OHADA, art. 783-1",article
Que dit le droit OHADA concernant : toute émission d’obligations réalisée en violation des articles 780 à 783 est nulle,droit_commercial,"Code Bleu OHADA, art. 783-1",query_variant
Les obligations rachetées par la société émettrice et remboursées sont annulées et ne peuvent être remises en circulation. Groupement des obligataires,droit_commercial,"Code Bleu OHADA, art. 784",article
Quelles sont les règles applicables en matière de : les obligations rachetées par la société émettrice et remboursées sont annulées et ne peuvent,droit_commercial,"Code Bleu OHADA, art. 784",query_variant
"Les porteurs d’obligations d’une même émission sont groupés de plein droit pour la défense de leurs intérêts dans une masse qui jouit de la personnalité juridique. Toutefois, en cas d’émissions successives d’obligations, la société peut, lorsqu’une clause de chaque contrat d’émission le prévoit, réunir en un groupement unique les porteurs d’obligations ayant des droits identiques.",creation_entreprise,"Code Bleu OHADA, art. 785",article
Quelles sont les règles applicables en matière de : les porteurs d’obligations d’une même émission sont groupés de plein droit pour la défense,creation_entreprise,"Code Bleu OHADA, art. 785",query_variant
"Le groupement est représenté selon la volonté de l’assemblée générale des obligataires qui les élit, par un (1) à trois (3) mandataires.",droit_commercial,"Code Bleu OHADA, art. 786",article
J'ai une question de droit des affaires OHADA sur : le groupement est représenté selon la volonté de l’assemblée générale des obligataires qui les,droit_commercial,"Code Bleu OHADA, art. 786",query_variant
"Le mandat de représentant de la masse ne peut être confié qu’à des personnes physiques ou morales résidentes dans l’État partie du lieu du siège social de la société débitrice. Ne peut être choisi comme représentant de la masse : 1. la société débitrice ; 2. les sociétés ayant une participation dans la société débitrice ; 3. les sociétés garantes de tout ou partie des engagements de la société débitrice ; 4. les dirigeants sociaux ou les administrateurs de la société débitrice ou d’une société ayant une participation à son capital, ainsi que leurs ascendants, descendants ou conjoints ; 5. les ",creation_entreprise,"Code Bleu OHADA, art. 787",article
J'ai une question de droit des affaires OHADA sur : le mandat de représentant de la masse ne peut être confié qu’à des personnes,creation_entreprise,"Code Bleu OHADA, art. 787",query_variant
"En cas d’urgence, les représentants de la masse peuvent être désignés par la juridiction compétente à la demande de tout intéressé.",droit_commercial,"Code Bleu OHADA, art. 788",article
"En droit commercial OHADA, que se passe-t-il quand en cas d’urgence, les représentants de la masse peuvent être désignés par la juridiction",droit_commercial,"Code Bleu OHADA, art. 788",query_variant
Les représentants du groupement peuvent être révoqués de leurs fonctions par l’assemblée générale des obligataires.,droit_commercial,"Code Bleu OHADA, art. 789",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : les représentants du groupement peuvent être révoqués de leurs fonctions par l’assemblée générale des,droit_commercial,"Code Bleu OHADA, art. 789",query_variant
"Les représentants du groupement ont, sauf restriction décidée par l’assemblée générale des obligataires, le pouvoir d’accomplir au nom du groupement et de tous les obligataires tous les actes de gestion pour la défense des intérêts communs des obligataires.",droit_commercial,"Code Bleu OHADA, art. 790",article
"Que dit le droit OHADA concernant : les représentants du groupement ont, sauf restriction décidée par l’assemblée générale des obligataires, le",droit_commercial,"Code Bleu OHADA, art. 790",query_variant
Les représentants du groupement ne peuvent s’immiscer dans la gestion de la société. Ils peuvent participer aux assemblées des actionnaires mais sans voix délibérative. Ils ont le droit d’obtenir communication des documents mis à la disposition des actionnaires et dans les mêmes conditions que ceux-ci.,droit_commercial,"Code Bleu OHADA, art. 791",article
Que dit le droit OHADA concernant : les représentants du groupement ne peuvent s’immiscer dans la gestion de la société. ils,droit_commercial,"Code Bleu OHADA, art. 791",query_variant
"En cas de liquidation des biens ou de redressement judiciaire de la société, les représentants du groupement des obligataires sont habilités à agir en son nom. Ils déclarent au passif de la liquidation des biens ou du redressement judiciaire de la société pour tous les obligataires du groupement, le montant des sommes en capital et en intérêts dues par la société aux obligataires du groupement. Ils ne sont pas tenus de fournir les titres des obligataires du groupement à l’appui de leur déclaration. En cas de difficulté tout obligataire peut demander à la juridiction compétente de nommer un man",droit_commercial,"Code Bleu OHADA, art. 792",article
"Quelles sont les règles applicables en matière de : en cas de liquidation des biens ou de redressement judiciaire de la société, les",droit_commercial,"Code Bleu OHADA, art. 792",query_variant
"En cas de clôture pour insuffisance d’actif, le représentant du groupement ou le mandataire de gestion désigné, recouvre les droits des obligataires. Les frais entraînés par la représentation des obligataires au cours de la procédure de liquidation des biens ou de redressement judiciaire de la société incombent à celle-ci et sont considérés comme frais d’administration judiciaire.",droit_commercial,"Code Bleu OHADA, art. 793",article
"Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : en cas de clôture pour insuffisance d’actif, le représentant du groupement ou le mandataire",droit_commercial,"Code Bleu OHADA, art. 793",query_variant
"La rémunération des représentants du groupement est fixée par l’assemblée générale ou par le contrat d’émission. Elle est à la charge de la société débitrice. A défaut de fixation de cette rémunération ou si son montant est contesté, elle est fixée par la juridiction compétente.",droit_commercial,"Code Bleu OHADA, art. 794",article
Que dit le droit OHADA concernant : la rémunération des représentants du groupement est fixée par l’assemblée générale ou par le,droit_commercial,"Code Bleu OHADA, art. 794",query_variant
L’assemblée générale des obligataires d’une même masse peut être réunie à toute époque.,droit_commercial,"Code Bleu OHADA, art. 795",article
Quelles sont les règles applicables en matière de : l’assemblée générale des obligataires d’une même masse peut être réunie à toute époque,droit_commercial,"Code Bleu OHADA, art. 795",query_variant
"L’assemblée générale est convoquée par les représentants du groupement des obligataires ou, le cas échéant, par le conseil d’administration ou l’administrateur général selon le cas, ou par le liquidateur en période de liquidation. Elle peut également être convoquée à la demande des obligataires représentant au moins le trentième des titres soit par les représentants du groupement, soit par un mandataire ad hoc désigné par la juridiction compétente.",droit_commercial,"Code Bleu OHADA, art. 796",article
"En droit commercial OHADA, que se passe-t-il quand l’assemblée générale est convoquée par les représentants du groupement des obligataires ou, le cas",droit_commercial,"Code Bleu OHADA, art. 796",query_variant
La convocation de l’assemblée des obligataires est faite dans les mêmes conditions de forme et de délai que celle des assemblées d’actionnaires. Il en est de même pour la communication aux obligataires des projets de résolution qui sont proposés et des rapports qui sont présentés à l’assemblée.,droit_commercial,"Code Bleu OHADA, art. 797",article
J'ai une question de droit des affaires OHADA sur : la convocation de l’assemblée des obligataires est faite dans les mêmes conditions de forme,droit_commercial,"Code Bleu OHADA, art. 797",query_variant
"L’avis de convocation aux assemblées contient nécessairement les mentions suivantes : 1. l’indication de l’emprunt souscrit par les obligataires dont la masse est convoquée ; 2. les nom, prénoms et domicile de la personne qui a pris l’initiative de la convocation et la qualité en laquelle elle agit ; 3. le cas échéant, la date de la décision de justice désignant le mandataire ad hoc chargé de convoquer l’assemblée.",droit_commercial,"Code Bleu OHADA, art. 798",article
Que dit le droit OHADA concernant : l’avis de convocation aux assemblées contient nécessairement les mentions suivantes : 1. l’indication de,droit_commercial,"Code Bleu OHADA, art. 798",query_variant
"Toute assemblée irrégulièrement convoquée peut être annulée. Toutefois, l’action en nullité n’est pas recevable lorsque tous les obligataires de la masse intéressée sont présents ou représentés.",droit_commercial,"Code Bleu OHADA, art. 799",article
"En droit commercial OHADA, que se passe-t-il quand toute assemblée irrégulièrement convoquée peut être annulée. toutefois, l’action en nullité n’est pas recevable",droit_commercial,"Code Bleu OHADA, art. 799",query_variant
"L’ordre du jour est arrêté par l’auteur de la convocation. Toutefois un ou plusieurs obligataires représentant au moins le trentième des titres ont la faculté de requérir l’inscription à l’ordre du jour de projets de résolutions. Ceux-ci sont inscrits à l’ordre du jour et soumis par le président de séance au vote de 1’ assemblée. L’assemblée ne peut délibérer sur une question qui n’est pas inscrite à l’ordre du jour. Sur deuxième convocation, l’ordre du jour ne peut être modifié.",droit_commercial,"Code Bleu OHADA, art. 800",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : l’ordre du jour est arrêté par l’auteur de la convocation. toutefois un ou plusieurs,droit_commercial,"Code Bleu OHADA, art. 800",query_variant
"Tout obligataire a le droit de participer à l’assemblée ou de s’y faire représenter par une personne de son choix. Les personnes qui ne peuvent représenter le groupement en application de l’article 787 ci- dessus, ne peuvent représenter des obligataires à l’assemblée.",droit_commercial,"Code Bleu OHADA, art. 801",article
"En droit commercial OHADA, que se passe-t-il quand tout obligataire a le droit de participer à l’assemblée ou de s’y faire représenter",droit_commercial,"Code Bleu OHADA, art. 801",query_variant
"L’assemblée est présidée par un représentant du groupement. S’ils sont plusieurs, en cas de désaccord entre eux, l’assemblée est présidée par l’obligataire présent représentant le plus grand nombre de titres. En cas de convocation par un mandataire ad hoc, l’assemblée est présidée par ce dernier. Les règles de tenue des assemblées d’actionnaires s’appliquent en tant que de besoin aux assemblées d’obligataires.",droit_commercial,"Code Bleu OHADA, art. 802",article
"Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : l’assemblée est présidée par un représentant du groupement. s’ils sont plusieurs, en cas de",droit_commercial,"Code Bleu OHADA, art. 802",query_variant
"L’assemblée ordinaire des obligataires délibère sur la nomination des représentants de la masse, la durée de leurs fonctions, la fixation s’il y a lieu de leur rémunération, de leur suppléance, leur convocation ainsi que toute mesure ayant pour objet d’assurer la défense des obligataires et l’exécution du contrat d’emprunt, sur les dépenses de gestion que ces mesures peuvent entraîner, et en général toutes mesures ayant un caractère conservatoire ou d’administration. L’assemblée ordinaire délibère dans les conditions de quorum prévues à l’article 549 ci-dessus. Elle statue à la majorité des vo",droit_commercial,"Code Bleu OHADA, art. 803",article
"J'ai une question de droit des affaires OHADA sur : l’assemblée ordinaire des obligataires délibère sur la nomination des représentants de la masse, la",droit_commercial,"Code Bleu OHADA, art. 803",query_variant
L’assemblée extraordinaire des obligataires délibère sur toute proposition tendant à la modification du contrat d’emprunt telle que notamment : 1. le changement de l’objet ou de la forme de la société ; 2. sa fusion ou sa scission ; 3. toute proposition de compromis ou de transaction sur les droits litigieux ou ayant fait l’objet de décision judiciaire ; 4. la modification totale ou partielle des garanties ou report d’échéance ; 5. le changement de siège social ; 6. la dissolution de la société. L’assemblée extraordinaire délibère dans les conditions de quorum prévues à l’article 553 ci- dessu,creation_entreprise,"Code Bleu OHADA, art. 804",article
"En droit commercial OHADA, que se passe-t-il quand l’assemblée extraordinaire des obligataires délibère sur toute proposition tendant à la modification du contrat",creation_entreprise,"Code Bleu OHADA, art. 804",query_variant
Le droit de vote attaché aux obligations est proportionnel à la quotité du montant de l’emprunt qu’elles représentent. Chaque obligation donne droit à une voix au moins. Les obligataires peuvent voter par correspondance ou à distance dans les mêmes conditions et formes que les actionnaires aux assemblées d’actionnaires.,droit_commercial,"Code Bleu OHADA, art. 805",article
"En droit commercial OHADA, que se passe-t-il quand le droit de vote attaché aux obligations est proportionnel à la quotité du montant",droit_commercial,"Code Bleu OHADA, art. 805",query_variant
La société qui détient au moins dix pour cent (10%) du capital de la société débitrice ne peut voter à l’assemblée avec les obligations qu’elle détient.,droit_commercial,"Code Bleu OHADA, art. 806",article
J'ai une question de droit des affaires OHADA sur : la société qui détient au moins dix pour cent (10%) du capital de la,droit_commercial,"Code Bleu OHADA, art. 806",query_variant
"En cas de démembrement de la propriété des titres, le droit de vote appartient au nu- propriétaire, sauf stipulations contraires des parties.",droit_commercial,"Code Bleu OHADA, art. 807",article
"Que dit le droit OHADA concernant : en cas de démembrement de la propriété des titres, le droit de vote appartient",droit_commercial,"Code Bleu OHADA, art. 807",query_variant
"Les assemblées ne peuvent ni accroître les charges des obligataires, ni établir un traitement inégal entre les obligataires d’une même émission. Toute délibération prise en violation du présent article est nulle.",droit_commercial,"Code Bleu OHADA, art. 808",article
"Quelles sont les règles applicables en matière de : les assemblées ne peuvent ni accroître les charges des obligataires, ni établir un traitement",droit_commercial,"Code Bleu OHADA, art. 808",query_variant
"A défaut d’approbation par l’assemblée générale des obligataires des propositions de la société relatives au changement de sa forme ou de son objet, la société peut passer outre en remboursant les obligations avant la réalisation du changement de forme ou d’objet.",droit_commercial,"Code Bleu OHADA, art. 809",article
J'ai une question de droit des affaires OHADA sur : a défaut d’approbation par l’assemblée générale des obligataires des propositions de la société relatives,droit_commercial,"Code Bleu OHADA, art. 809",query_variant
"A défaut d’approbation par l’assemblée générale des obligataires des propositions de la société relatives à sa fusion ou à sa scission, la société peut passer outre et les obligataires conservent leur qualité d’obligataires dans la société absorbante ou dans la société nouvelle résultant de la fusion ou dans les sociétés résultant de la scission selon le cas. Lorsque la société décide de passer outre au refus d’approbation par l’assemblée générale des obligataires, le président-directeur général, le directeur général ou l’administrateur général selon le cas, doit en informer le représentant de",droit_commercial,"Code Bleu OHADA, art. 810",article
J'ai une question de droit des affaires OHADA sur : a défaut d’approbation par l’assemblée générale des obligataires des propositions de la société relatives,droit_commercial,"Code Bleu OHADA, art. 810",query_variant
"En cas de dissolution de la société non provoquée par une fusion ou une scission, le remboursement des obligations devient aussitôt exigible.",droit_commercial,"Code Bleu OHADA, art. 811",article
"En droit commercial OHADA, que se passe-t-il quand en cas de dissolution de la société non provoquée par une fusion ou une",droit_commercial,"Code Bleu OHADA, art. 811",query_variant
Le redressement judiciaire de la société ne met pas fin au fonctionnement et au rôle de l’assemblée générale des obligataires. Droits individuels des obligataires,droit_commercial,"Code Bleu OHADA, art. 812",article
"En droit commercial OHADA, que se passe-t-il quand le redressement judiciaire de la société ne met pas fin au fonctionnement et au",droit_commercial,"Code Bleu OHADA, art. 812",query_variant
"Les obligataires ne peuvent exercer de contrôle individuel sur les opérations de la société ou obtenir communication des documents sociaux. Ils ont le droit, à leurs frais, d’obtenir auprès de la société copie des procès-verbaux et des feuilles de présence des assemblées d’obligataires du groupement dont ils font partie.",droit_commercial,"Code Bleu OHADA, art. 813",article
J'ai une question de droit des affaires OHADA sur : les obligataires ne peuvent exercer de contrôle individuel sur les opérations de la société,droit_commercial,"Code Bleu OHADA, art. 813",query_variant
"En l’absence de stipulations particulières du contrat d’émission, la société ne peut imposer aux obligataires le remboursement anticipé des obligations. Garanties accordées aux obligations",droit_commercial,"Code Bleu OHADA, art. 814",article
"Que dit le droit OHADA concernant : en l’absence de stipulations particulières du contrat d’émission, la société ne peut imposer aux",droit_commercial,"Code Bleu OHADA, art. 814",query_variant
"L’assemblée générale des actionnaires qui décide une émission d’obligations peut décider que ces obligations sont assorties d’une sûreté. Elle détermine les sûretés offertes ou délègue, selon le cas, au conseil d’administration ou à l’administrateur général, le pouvoir de les déterminer.",droit_commercial,"Code Bleu OHADA, art. 815",article
"En droit commercial OHADA, que se passe-t-il quand l’assemblée générale des actionnaires qui décide une émission d’obligations peut décider que ces obligations",droit_commercial,"Code Bleu OHADA, art. 815",query_variant
Les sûretés accordées par la société avant l’émission sont constituées dans un acte spécial pour le compte du groupement des obligataires en formation. Les formalités de publicité de ces sûretés doivent être accomplies avant toute souscription des obligations.,droit_commercial,"Code Bleu OHADA, art. 816",article
J'ai une question de droit des affaires OHADA sur : les sûretés accordées par la société avant l’émission sont constituées dans un acte spécial,droit_commercial,"Code Bleu OHADA, art. 816",query_variant
L’acceptation des garanties résulte du seul fait des souscriptions. Elle rétroagit à la date de l’inscription pour les sûretés soumises à inscription et à la date de leur souscription pour les autres sûretés.,droit_commercial,"Code Bleu OHADA, art. 817",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : l’acceptation des garanties résulte du seul fait des souscriptions. elle rétroagit à la date,droit_commercial,"Code Bleu OHADA, art. 817",query_variant
"Dans un délai de six (6) mois à compter de l’ouverture de la souscription, le résultat de celle-ci est constaté dans un acte notarié à la diligence du représentant légal de la société. Dans les trente (30) jours de cet acte, les résultats de la souscription sont mentionnés en marge de la sûreté. Si l’émission d’obligations n’est pas réalisée pour défaut ou insuffisance de la souscription, l’inscription est radiée.",droit_commercial,"Code Bleu OHADA, art. 818",article
Quelles sont les règles applicables en matière de : dans un délai de six (6) mois à compter de l’ouverture de la souscription,droit_commercial,"Code Bleu OHADA, art. 818",query_variant
"Le renouvellement de la sûreté est effectué aux frais de la société, sous la responsabilité de ses représentants légaux. Les représentants du groupement veillent sous leur responsabilité à l’observation des dispositions relatives au renouvellement de l’inscription.",droit_commercial,"Code Bleu OHADA, art. 819",article
"En droit commercial OHADA, que se passe-t-il quand le renouvellement de la sûreté est effectué aux frais de la société, sous la",droit_commercial,"Code Bleu OHADA, art. 819",query_variant
"La mainlevée des inscriptions ne peut être réalisée que par les représentants du groupement et à la condition que l’emprunt ait été intégralement remboursé et que tous les intérêts aient été payés. Il faut, en outre, qu’ils aient été expressément autorisés à le faire par l’assemblée générale des obligataires du groupement.",droit_commercial,"Code Bleu OHADA, art. 820",article
Quelles sont les règles applicables en matière de : la mainlevée des inscriptions ne peut être réalisée que par les représentants du groupement,droit_commercial,"Code Bleu OHADA, art. 820",query_variant
"Les garanties constituées postérieurement à l’émission des obligations sont conférées par les représentants légaux de la société soit sur autorisation de l’assemblée générale ordinaire des actionnaires, soit si les statuts le prévoient, par le conseil d’administration ou l’administrateur général. Elles sont acceptées expressément par le groupement.",creation_entreprise,"Code Bleu OHADA, art. 821",article
Que dit le droit OHADA concernant : les garanties constituées postérieurement à l’émission des obligations sont conférées par les représentants légaux,creation_entreprise,"Code Bleu OHADA, art. 821",query_variant
"Les sûretés constituées en violation des articles 815, 816 et 821 ci-dessus sont nulles. VALEURS MOBILIERES COMPOSEES",droit_commercial,"Code Bleu OHADA, art. 821-1",article
"En droit commercial OHADA, que se passe-t-il quand les sûretés constituées en violation des articles 815, 816 et 821 ci-dessus sont nulles",droit_commercial,"Code Bleu OHADA, art. 821-1",query_variant
Les sociétés par actions peuvent émettre des valeurs mobilières donnant accès au capital ou donnant droit à l’attribution de titres de créance.,droit_commercial,"Code Bleu OHADA, art. 822",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : les sociétés par actions peuvent émettre des valeurs mobilières donnant accès au capital ou,droit_commercial,"Code Bleu OHADA, art. 822",query_variant
"Les actionnaires d’une société émettant des valeurs mobilières donnant accès au capital ont, proportionnellement au montant de leurs actions, un droit de préférence à la souscription de ces valeurs mobilières. Ce droit est régi par les articles 573 à 587-2 et 593 à 597 ci-dessus. Les décisions prises et les opérations réalisées en violation du présent article sont nulles.",droit_commercial,"Code Bleu OHADA, art. 822-1",article
"J'ai une question de droit des affaires OHADA sur : les actionnaires d’une société émettant des valeurs mobilières donnant accès au capital ont, proportionnellement",droit_commercial,"Code Bleu OHADA, art. 822-1",query_variant
"Le contrat d’émission peut prévoir que ces valeurs mobilières et les titres de capital ou de créances auxquels ces valeurs mobilières donnent droit ne peuvent être cédés et négociés qu’ensemble. Dans ce cas, si le titre émis à l’origine est un titre de capital, celui-ci ne relève pas d’une catégorie déterminée au sens de l’article 555 ci-dessus.",droit_commercial,"Code Bleu OHADA, art. 822-2",article
Quelles sont les règles applicables en matière de : le contrat d’émission peut prévoir que ces valeurs mobilières et les titres de capital,droit_commercial,"Code Bleu OHADA, art. 822-2",query_variant
Les titres de capital ne peuvent être convertis ou transformés en valeurs mobilières représentatives de créances.,droit_commercial,"Code Bleu OHADA, art. 822-3",article
Que dit le droit OHADA concernant : les titres de capital ne peuvent être convertis ou transformés en valeurs mobilières représentatives,droit_commercial,"Code Bleu OHADA, art. 822-3",query_variant
Les valeurs mobilières émises en application des articles 822 et suivants du présent Acte uniforme ne peuvent être regardées comme constitutives d’une promesse d’actions pour l’application de l’article 760 ci-dessus.,droit_commercial,"Code Bleu OHADA, art. 822-4",article
Quelles sont les règles applicables en matière de : les valeurs mobilières émises en application des articles 822 et suivants du présent acte,droit_commercial,"Code Bleu OHADA, art. 822-4",query_variant
"Une société anonyme peut émettre des valeurs mobilières donnant accès au capital de la société qui possède directement ou indirectement plus de la moitié de son capital ou de la société dont elle possède directement ou indirectement plus de la moitié du capital. L’émission doit être autorisée par l’assemblée générale extraordinaire de la société appelée à émettre ces valeurs mobilières et par celle de la société au sein de laquelle les droits sont exercés, dans les conditions prévues par l’article 822-5 ci-dessus. A défaut de telles autorisations, l’émission est nulle.",droit_commercial,"Code Bleu OHADA, art. 822-6",article
Que dit le droit OHADA concernant : une société anonyme peut émettre des valeurs mobilières donnant accès au capital de la,droit_commercial,"Code Bleu OHADA, art. 822-6",query_variant
"A dater de l’émission de valeurs mobilières donnant accès au capital, la société appelée à attribuer ces titres ne peut modifier sa forme ou son objet, à moins d’y être autorisée par le contrat d’émission ou dans les conditions prévues à l’article 822-14 ci-après. Toute délibération prise en violation de cette disposition est nulle.",droit_commercial,"Code Bleu OHADA, art. 822-7",article
"Quelles sont les règles applicables en matière de : a dater de l’émission de valeurs mobilières donnant accès au capital, la société appelée",droit_commercial,"Code Bleu OHADA, art. 822-7",query_variant
"A dater de l’émission de valeurs mobilières donnant accès au capital, la société appelée à attribuer ces titres ne peut ni modifier les règles de répartition de ses bénéfices, ni amortir son capital, ni créer d’actions de préférence entraînant une telle modification ou un tel amortissement, ni procéder à une augmentation de capital réservée à des personnes dénommées selon les dispositions de l’article 586 ci-dessus à moins d’y être autorisée dans les conditions prévues à l’article 822-14 ci-après et sous réserve de prendre les dispositions nécessaires au maintien des droits des titulaires des ",droit_commercial,"Code Bleu OHADA, art. 822-8",article
"Quelles sont les règles applicables en matière de : a dater de l’émission de valeurs mobilières donnant accès au capital, la société appelée",droit_commercial,"Code Bleu OHADA, art. 822-8",query_variant
"En cas de réduction de capital motivée par des pertes et réalisée par la diminution du montant nominal ou du nombre des titres composant le capital, les droits des titulaires des valeurs mobilières donnant accès au capital sont réduits en conséquence, comme s’ils les avaient exercés avant la date à laquelle la réduction de capital est devenue définitive.",droit_commercial,"Code Bleu OHADA, art. 822-9",article
Peux-tu m'expliquer ce que prévoit l'Acte uniforme sur : en cas de réduction de capital motivée par des pertes et réalisée par la,droit_commercial,"Code Bleu OHADA, art. 822-9",query_variant
"6.– Les opérations d’émission de nouveaux titres de capital avec droit préférentiel de souscription réservé à ses actionnaires, de distribution des réserves ou de modification de la répartition de ses bénéfices par la création d’actions de préférence sont nulles en cas de violation des dispositions des articles 822-10 à 822-10-5 ci-dessus.",droit_commercial,"Code Bleu OHADA, art. 822-10",article
